THE RICH ROLL PODCAST — 672 bolum, 13,651,690 kelime
Tarih | Baslik | Video | Kelime
----------------------------------------------------------------------------------------------------
20170816 | The Only Motivation You Will Ever Need - David Goggins Is The World's Toughest Human | https://www.youtube.com/watch?v=bIacYjZHcs4 | 20351
20170818 | PATIENCE IS EVERYTHING: Rich Roll Podcast with Olympians Chris Hauth & Caroline Burckle | https://www.youtube.com/watch?v=myGHs-pyI6I | 9109
20170821 | WHAT IS YOUR TRUE NORTH? Jon Gordon On The Primacy of Vision [AUDIO ONLY] | https://www.youtube.com/watch?v=QrRMj8A4N0Y | 26775
20171016 | Rocco DiSpirito's Plant-Based Embrace | https://www.youtube.com/watch?v=yFIAt2Cz3UY | 17658
20171023 | DAN WANTS YOU TO BE HAPPY | https://www.youtube.com/watch?v=diTOin8GEMQ | 14357
20171030 | Unmasking Masculinity With Lewis Howes | https://www.youtube.com/watch?v=dAOejoeXefo | 19906
20171105 | Ending Heart Disease: Cardiologist Kim Williams, M.D. | https://www.youtube.com/watch?v=X4TMsRKOe8Q | 14738
20171109 | The Misadventures of Mishka Shubaly | https://www.youtube.com/watch?v=4_gWVWnHQEk | 19324
20171113 | Lance Armstrong Is Moving Forward | https://www.youtube.com/watch?v=IwOikYsLV_c | 12192
20171120 | The Biggest Doping Scandal In Olympic History | https://www.youtube.com/watch?v=cpRNsFQahHw | 19379
20171124 | How To Maintain Fitness In The Off-Season With Chris Hauth | https://www.youtube.com/watch?v=kbexwXUA72U | 6638
20171127 | Alzheimer's Can Be Prevented & Reversed | https://www.youtube.com/watch?v=--9OZQEcUIg | 22615
20171204 | Building Emotional Infrastructure With Guru Singh | https://www.youtube.com/watch?v=MpFuZ_y9nxo | 18017
20171211 | The Evolution Of Tim Ferriss | https://www.youtube.com/watch?v=S9qeJ5oKfbo | 27582
20171218 | The Power of Compassion | https://www.youtube.com/watch?v=KPY46MhB_mw | 15522
20171222 | Rip Esselstyn is PLANTSTRONG! | https://www.youtube.com/watch?v=Nwt5VWGDi1E | 15150
20180107 | From 300lbs to Ironman -- How Charlie Jabaley Completely Transformed His Life | https://www.youtube.com/watch?v=6mtEpgqjrIg | 18625
20180122 | What Is "Clean Meat"? Paul Shapiro On The Future of Food | https://www.youtube.com/watch?v=sbkoscirGNM | 19229
20180129 | Danica Patrick Is Pretty Intense | https://www.youtube.com/watch?v=TYY8rL-uvkw | 14960
20180208 | Dan Harris on The Power of Meditation For Fidgety Skeptics | https://www.youtube.com/watch?v=WgyLfbdPTP8 | 18981
20180219 | Preservation, Purpose & The Pursuit of The Pacific Crest Trail | https://www.youtube.com/watch?v=VSqltlUaFmY | 19675
20180222 | Ketosis v. Plant-Based - Diet Wars with Cardiologist Joel Kahn, MD | https://www.youtube.com/watch?v=yrCaG2gT2Vg | 23928
20180225 | How To Survive A Shark Attack | https://www.youtube.com/watch?v=cp55ZSW4C-o | 23742
20180304 | The Soul of Free Solo Climbing: Alex Honnold | https://www.youtube.com/watch?v=nCf-KJOxKAU | 23425
20180308 | Kathy Freston Is The Queen of Clean Protein | https://www.youtube.com/watch?v=9vrBV0mG-uA | 17394
20180312 | GMOs, Glyphosate & Gut Health | https://www.youtube.com/watch?v=jWgnkgYtqnw | 19907
20180319 | Rob Bell is THE HERETIC | https://www.youtube.com/watch?v=pu0nVHLTiqs | 19410
20180323 | From Eating Disorder To Olympic Glory | https://www.youtube.com/watch?v=_zBllfQfLz0 | 23376
20180325 | Discomfort Is The Price Of Admission To A Meaningful Life | https://www.youtube.com/watch?v=8B6e2ca2_qw | 16390
20180401 | Dispelling Meditation Myths | https://www.youtube.com/watch?v=Namyvirynoo | 19146
20180405 | From Prison To MMA Legend: Frank Shamrock Uncaged | https://www.youtube.com/watch?v=LEr86j1HTTs | 16859
20180415 | The Power of Story: Tom Scott | https://www.youtube.com/watch?v=_DZ767_acbM | 21655
20180422 | Michael Klim: The Making of an Olympic Legend | https://www.youtube.com/watch?v=SshShSHNHhI | 15763
20180429 | Ultimate Weight Loss Secrets With Chef AJ | https://www.youtube.com/watch?v=SOEedti3ynU | 21865
20200615 | This Is America: Byron Davis & Phil Allen, Jr. | Rich Roll Podcast | https://www.youtube.com/watch?v=B98Jh045qWo | 17608
20200622 | Creating A More Just Space: Knox Robinson | Rich Roll Podcast | https://www.youtube.com/watch?v=v7H61bTHBn0 | 20452
20200625 | Own Your Story | Rich Roll Podcast | https://www.youtube.com/watch?v=PzhOzgFnUMU | 15551
20200629 | NBA Legend John Salley & Filmmaker John Lewis | Rich Roll Podcast | https://www.youtube.com/watch?v=WJ6HdT84uWg | 16022
20200706 | Kevin Smith + Harley Quinn Smith Enter The Vegan Abattoir | Rich Roll Podcast | https://www.youtube.com/watch?v=kEzvE_L6yLo | 15683
20200709 | Purpose Is An Inside Job | Rich Roll Podcast | https://www.youtube.com/watch?v=yQqlXBBFGos | 18898
20200713 | All Your Coronavirus Questions Answered: Michael Greger, MD | Rich Roll Podcast | https://www.youtube.com/watch?v=97HiavAClUk | 19702
20200720 | Change Your Brain: Neuroscientist Dr. Andrew Huberman | Rich Roll Podcast | https://www.youtube.com/watch?v=SwQhKFMxmDY | 25327
20200723 | How To Set & Achieve A Goal | Rich Roll Podcast | https://www.youtube.com/watch?v=qw79r3Jc7Eo | 19716
20200727 | Tools For The Climate Emergency: Margaret Klein Salamon, PhD | Rich Roll Podcast | https://www.youtube.com/watch?v=PonRK3jF3RI | 13276
20200803 | Redefining Running + Confronting Racism: Mirna Valerio | Rich Roll Podcast | https://www.youtube.com/watch?v=8IaSgq6hV54 | 17268
20200806 | Cancel Culture, Training Principles, Listener Q's & More | Rich Roll Podcast | https://www.youtube.com/watch?v=FFSUcXCMDF0 | 26147
20200810 | OPTIMIZE YOUR MICROBIOME  | DR. WILL BULSIEWICZ X Rich Roll Podcast | https://www.youtube.com/watch?v=EABZqi3HtRM | 19852
20200817 | Mindset Tactics For Olympic Success: Apolo Ohno | Rich Roll Podcast | https://www.youtube.com/watch?v=Aal1tzmnVIw | 22784
20200820 | Beirut, Single Use Plastic, Mentors, City Flight + More | AMA Rich Roll Podcast | https://www.youtube.com/watch?v=oLr5G5wcG3g | 20848
20200824 | The Insane Benefits of Water-Only Fasting: Dr. Alan Goldhamer | Rich Roll Podcast | https://www.youtube.com/watch?v=yaWVflQolmM | 22590
20200831 | Darin Olien Hunts More Than Superfoods | Rich Roll Podcast | https://www.youtube.com/watch?v=8wpOTkNOyqo | 18141
20200903 | Searching For Light with Radhanath Swami | Rich Roll Podcast | https://www.youtube.com/watch?v=PEmaWdfUUuk | 11924
20200907 | Journey Inward: Jay Shetty | Rich Roll Podcast | https://www.youtube.com/watch?v=6yjJKElk3mM | 25066
20200914 | Habit Change Made Easy: Rangan Chatterjee, MD | Rich Roll Podcast | https://www.youtube.com/watch?v=sO9KE_HDZvI | 22060
20200917 | Our Social Dilemma | Rich Roll Podcast | https://www.youtube.com/watch?v=2lhZsg7hjcc | 26004
20200921 | The DIRE Condition of America's Public Water With Erin Brockovich | Rich Roll Podcast | https://www.youtube.com/watch?v=X1C8uh-rcKM | 19031
20200928 | Conversation Matters: Tom Scott | Rich Roll Podcast | https://www.youtube.com/watch?v=21JshfFFH7Q | 19780
20201001 | A Planet Based Lifestyle | Rich Roll Podcast | https://www.youtube.com/watch?v=QNXQjq5RaFs | 21233
20201005 | He's The Sensei of Human Performance: Dr. Michael Gervais | Rich Roll Podcast | https://www.youtube.com/watch?v=yXmOHP5sBxs | 19482
20201008 | The Doyenne of Vegan Cheese: Julie Piatt | Rich Roll Podcast | https://www.youtube.com/watch?v=0sVw_RQfAeQ | 17478
20201012 | Swimming with Great Whites: Michael Muller | Rich Roll Podcast | https://www.youtube.com/watch?v=NtTxydvESxk | 22092
20201015 | America's Content Moderation Problem | Rich Roll Podcast | https://www.youtube.com/watch?v=OLyI9Y8fxuw | 22520
20201019 | Crusading Against The Mundane: Chris Burkard | Rich Roll Podcast | https://www.youtube.com/watch?v=6EW2Tiv5AIA | 28863
20201026 | Are You Lit? Matthew McConaughey | Rich Roll Podcast | https://www.youtube.com/watch?v=TVX-k8x2Nzs | 18174
20201029 | Keeping Your House Clean | Rich Roll Podcast | https://www.youtube.com/watch?v=egrYLqQzLuA | 17205
20201102 | The Journeyman of Reinvention: Hakim Tafari | Rich Roll Podcast | https://www.youtube.com/watch?v=1RXPlvYAHM4 | 26566
20201109 | Why Aspiration Is The Master of Destination: John Moffet | Rich Roll Podcast | https://www.youtube.com/watch?v=9idn_JRrcS8 | 21657
20201112 | E Pluribus Unum | Rich Roll Podcast | https://www.youtube.com/watch?v=KIA-5d6Aweg | 22982
20201123 | TOMS Founder on Being a Lifelong Seeker: Blake Mycoskie | Rich Roll Podcast | https://www.youtube.com/watch?v=hoA68-gXIto | 18947
20201207 | Laird Hamilton's Relentless Pursuit of The Edge | Rich Roll Podcast | https://www.youtube.com/watch?v=VjnjoHwxGVM | 24363
20201214 | More Than An Olympian: Caroline Burckle | Rich Roll Podcast | https://www.youtube.com/watch?v=4K96Htyd35k | 25299
20201217 | Stop Chasing Happiness | Rich Roll Podcast | https://www.youtube.com/watch?v=ZOsXN92NktM | 22569
20201221 | He Turns Quitters Into People Who Commit: Joe De Sena | Rich Roll Podcast | https://www.youtube.com/watch?v=pTpgBd4-voQ | 17303
20201224 | Best Of 2020: Part One | Rich Roll Podcast | https://www.youtube.com/watch?v=4tlRCCj4XWY | 16536
20201228 | Best Of 2020: Part Two | Rich Roll Podcast | https://www.youtube.com/watch?v=VhyhJxYbn5Y | 17078
20201231 | Best Of 2020: Part Three | Rich Roll Podcast | https://www.youtube.com/watch?v=gGjMXh9IkPg | 16621
20210104 | A Navy SEAL Commander On How To Optimize Performance | Rich Roll Podcast | https://www.youtube.com/watch?v=y1s6sgcGkLI | 26603
20210107 | The Global Surveillance State: An Oscar Winning Filmmaker On Cyberwarfare & Human Rights | https://www.youtube.com/watch?v=FxhzNYa4Opo | 22829
20210111 | Queer Eye's Karamo Is Culture | Rich Roll Podcast | https://www.youtube.com/watch?v=Ril-W6qKySI | 18035
20210118 | Why We Swim: Bonnie Tsui | Rich Roll Podcast | https://www.youtube.com/watch?v=9bVV8YVK930 | 21357
20210121 | Mastering the Microbiome: A Master Class in Gut Health | Rich Roll Podcast | https://www.youtube.com/watch?v=yjeS0Q-KDvc | 13926
20210125 | The Controversial Meme That Changed The World | Rich Roll Podcast | https://www.youtube.com/watch?v=fyyh9ANh0zg | 20373
20210201 | How To Live More With Less | Rich Roll Podcast | https://www.youtube.com/watch?v=SBH36ANq1Vs | 17153
20210204 | Merchants of Chaos | Rich Roll Podcast | https://www.youtube.com/watch?v=raAb25Pw9Kg | 24121
20210208 | Achieving Audacious Dreams: Alexi Pappas Is Bravey | Rich Roll Podcast | https://www.youtube.com/watch?v=ni5n8mRe9p0 | 24106
20210215 | Argue Like You're Right. Listen Like You're Wrong: Adam Grant | Rich Roll Podcast | https://www.youtube.com/watch?v=hQHlvXha4d0 | 20160
20210218 | What Is True Endurance? | Rich Roll Podcast | https://www.youtube.com/watch?v=CSXgpgQDQ-8 | 21543
20210222 | To Live An Examined Life: Jedidiah Jenkins | Rich Roll Podcast | https://www.youtube.com/watch?v=HTnVwH-Egj0 | 20477
20210225 | From Mosh Pit to Monk: Raghunath Cappo | Rich Roll Podcast | https://www.youtube.com/watch?v=8M3mDQ3xGBo | 24392
20210301 | The War of Art: Steven Pressfield | Rich Roll Podcast | https://www.youtube.com/watch?v=Bi9dTiN1AzI | 21506
20210304 | Can Adam Survive The Goggins Challenge? | Rich Roll Podcast | https://www.youtube.com/watch?v=neMELUEagIg | 19848
20210308 | A Neuroscientist on Unwinding Anxiety | Rich Roll Podcast | https://www.youtube.com/watch?v=1M-bUw-OiG0 | 17702
20210315 | Can Humanity Survive AI? | Rich Roll Podcast | https://www.youtube.com/watch?v=8x0FBiSDVcU | 15394
20210318 | Roll On: Cryptocurrency, Blockchain, NFTs, and David Goggins 4x4x48 Challenge | Rich Roll Podcast | https://www.youtube.com/watch?v=La4QCz9Q79g | 19273
20210322 | Optimize Your Brain & Fight Cognitive Decline: Team Sherzai | Rich Roll Podcast | https://www.youtube.com/watch?v=YUw5F4L_iaY | 23733
20210325 | Know Yourself. Own Your Truth | Rich Roll Podcast | https://www.youtube.com/watch?v=UekTnjkDIHI | 13384
20210329 | Alex Honnold: Olympic Climbing, Environmental Activism & Post-Oscar Adventure | Rich Roll Podcast | https://www.youtube.com/watch?v=nQEXNUy-IIA | 20923
20210401 | Roll On: Decaying Seas, Lost Hills & Gun Madness | Rich Roll Podcast | https://www.youtube.com/watch?v=kT-zBlXrMQ0 | 21792
20210405 | How To Inoculate Teens Against Drug Abuse & Addiction: Jessica Lahey | Rich Roll Podcast | https://www.youtube.com/watch?v=Z_WZuWf_Smk | 22105
20210412 | The Action Sports Evangelist: Selema Masekela | Rich Roll Podcast | https://www.youtube.com/watch?v=_LQ67RQXlhU | 26399
20210415 | Don't Just Workout. Work IN | Rich Roll Podcast | https://www.youtube.com/watch?v=d5QRo75hFYI | 23024
20210419 | Maggie Q Is a Badass Action Star & Activist | Rich Roll Podcast | https://www.youtube.com/watch?v=QxKMaIJBWvA | 23948
20210426 | Artist-Activist Jeremiah Ellison On Forging Real Change | Rich Roll Podcast | https://www.youtube.com/watch?v=hbww3bqIQPI | 22430
20210429 | "What does your podcast do?" | Rich Roll Podcast | https://www.youtube.com/watch?v=LHpuJ75LSUg | 22371
20210503 | Adventure Is A Human Right: Anthony Taylor | Rich Roll Podcast | https://www.youtube.com/watch?v=rcj3MilmQdw | 16010
20210510 | Sleep Is Non-Negotiable: Dr. Matthew Walker | Rich Roll Podcast | https://www.youtube.com/watch?v=xTvxa0Rlhpg | 30313
20210513 | The Tortoise Always Beats The Hare (at Life) | Rich Roll Podcast | https://www.youtube.com/watch?v=0iVDuO5VBhg | 23430
20210517 | Brogan Graham Is A Friend Hunter | Rich Roll Podcast | https://www.youtube.com/watch?v=qrjxwxnHZ24 | 21584
20210524 | How CURIOSITY Leads To PURPOSE: Light Watkins | Rich Roll Podcast | https://www.youtube.com/watch?v=tF9j3T5XY8k | 20951
20210527 | Why Balance Is Overrated | Rich Roll Podcast | https://www.youtube.com/watch?v=uJ0XL4Lw4Go | 25893
20210531 | Embrace The Suck: Olympian Katie Hoff | Rich Roll Podcast | https://www.youtube.com/watch?v=qNrwgHgTS6o | 25644
20210607 | Merging Medicine With The Mystical: Dr. Andrew Weil | Rich Roll Podcast | https://www.youtube.com/watch?v=ohfnakS8d-Y | 13229
20210610 | Break Your Addiction To 'Normal' | Rich Roll Podcast | https://www.youtube.com/watch?v=XHKTbilYtus | 9300
20210614 | Crush It As A Plant-Based Athlete | Rich Roll Podcast | https://www.youtube.com/watch?v=DLQWsa_Of8o | 28942
20210621 | Van Neistat Is The Spirited Man | Rich Roll Podcast | https://www.youtube.com/watch?v=LEegfOM9XOM | 23461
20210624 | He Did 101 Iron-Distance Triathlons in 101 Days | Rich Roll Podcast | https://www.youtube.com/watch?v=jpJKstDdhmk | 26338
20210628 | Mary Cain Is Fixing Women's Sports | Rich Roll Podcast | https://www.youtube.com/watch?v=ZT_at4ZgHu4 | 23987
20210705 | Hellah Sidibe Ran For 1500 DAYS: Across The USA & Kept Going | Rich Roll Podcast | https://www.youtube.com/watch?v=E2YgYCGRrWU | 28385
20210708 | Mastering The Mind: A Mental Health Deep Dive | Rich Roll Podcast | https://www.youtube.com/watch?v=mnH_Y5bxbPY | 12255
20210712 | Rabbi Mordecai Finley On Ancient Wisdom, Virtue & Mysticism | Rich Roll Podcast | https://www.youtube.com/watch?v=sqsjiS9-OEQ | 22972
20210719 | Converting His 3-Star Restaurant Into a 100% Plant-Based Menu | Rich Roll Podcast | https://www.youtube.com/watch?v=cb2ojSlagfI | 16600
20210722 | The Alt Tour, Bo Burnham, Space Billionaires, UFOs, David Choe, Anthony Bourdain + AMA | https://www.youtube.com/watch?v=9xh2K9nSuqs | 28230
20210726 | Meatless Meat: Bruce Friedrich On The Future Of Food | Rich Roll Podcast | https://www.youtube.com/watch?v=2GzGU_pMG5M | 19071
20210802 | Mindset SECRETS From The World's Best Ultrarunner: Courtney Dauwalter | Rich Roll Podcast | https://www.youtube.com/watch?v=WOtSvYSnzNk | 16183
20210805 | The Mental Health Olympics | Rich Roll Podcast | https://www.youtube.com/watch?v=nw0ULA2Raxg | 22189
20210809 | NYC's Next Mayor REVERSED His Diabetes | Eric Adams on The Rich Roll Podcast | https://www.youtube.com/watch?v=rBg_oxWOtBs | 11645
20210816 | How To Live To 150: The Science & Tech Of Growing Young | Rich Roll Podcast | https://www.youtube.com/watch?v=DISYU3dajT4 | 18096
20210819 | Roll On: High Peaks, Cold Seas & Our Climate Code Red | Rich Roll Podcast | https://www.youtube.com/watch?v=b8PV24wcmzw | 23918
20210823 | Anna Lembke On The Neuroscience of Addiction: Our Dopamine Nation | Rich Roll Podcast | https://www.youtube.com/watch?v=jziP0CEgvOw | 22426
20210830 | Billie Eilish's Mom REVEALS Parenting SECRETS | Rich Roll Podcast | https://www.youtube.com/watch?v=9yQs3oQ1dC8 | 21707
20210902 | Roll On: Workaholics Revolt, Big Endurance Wins, Shark VR + The White Lotus | Rich Roll Podcast | https://www.youtube.com/watch?v=IqtuDLAOtSU | 25676
20210906 | Does Great Art Require Suffering? David Choe on The Rich Roll Podcast | https://www.youtube.com/watch?v=CvHFWwVZKoI | 28124
20210913 | How To END The Climate Crisis In One Generation | Paul Hawken on The Rich Roll Podcast | https://www.youtube.com/watch?v=XGE_TZfTaH8 | 20597
20210916 | Progress is FRAGILE: The Plight of Women in Afghanistan | Rich Roll Podcast | https://www.youtube.com/watch?v=jI1izlfwmmY | 16781
20210927 | Be More CONFIDENT With The High Five Habit | Mel Robbins | Rich Roll Podcast | https://www.youtube.com/watch?v=T6_RCZ54gy4 | 23212
20210930 | ROLL ON: Melding Passion With Purpose + Lewis Pugh | Rich Roll Podcast | https://www.youtube.com/watch?v=wCdnh0FSigs | 26827
20211004 | The Korean Vegan on Cooking With Compassion | Rich Roll Podcast | https://www.youtube.com/watch?v=BygKqBM4V8g | 25555
20211011 | RAINN WILSON + REZA ASLAN Discuss Life's BIGGEST Questions | Rich Roll Podcast | https://www.youtube.com/watch?v=0ry0mwHU1nM | 16934
20211014 | The Importance of Intuition Over Impulse | Guru Singh On The Rich Roll Podcast | https://www.youtube.com/watch?v=ZGt3WLQNe6Y | 9800
20211018 | How To Be An Adult with Julie Lythcott-Haims | Rich Roll Podcast | https://www.youtube.com/watch?v=zuU6aD97llE | 23597
20211025 | Ryan Holiday On How To Overcome Fear | Rich Roll Podcast | https://www.youtube.com/watch?v=ALXDNVVtsOQ | 19404
20211028 | Julie Piatt: Wealth Is The Community You Keep | Rich Roll Podcast | https://www.youtube.com/watch?v=jg4bKNm1bD4 | 15468
20211101 | Simon Hill PROVES The Merits of A PLANT-BASED DIET | Rich Roll Podcast | https://www.youtube.com/watch?v=a3PjNwXd09M | 26414
20211104 | How ADRIAN GRENIER Went From Actor to CHANGE AGENT | Rich Roll Podcast | https://www.youtube.com/watch?v=bLDpJO795Os | 17617
20211108 | ANDREW YANG: Forward Party, UBI, Redefining Progress & Human-Centered Capitalism | FULL INTERVIEW | https://www.youtube.com/watch?v=rMsKLVmZJK8 | 12826
20211111 | ROLL ON: Fatherhood, Face-Off & The FAR Event NYC | Rich Roll Podcast | https://www.youtube.com/watch?v=ZsQ_3KJPeEw | 33642
20211115 | What Jason Caldwell Learned By ROWING TWO OCEANS | Rich Roll Podcast | https://www.youtube.com/watch?v=QHonc07FyDE | 30564
20211122 | The MOST ASTONISHING Feat In the History of ENDURANCE? | 'Iron Cowboy' James + Sunny Lawrence | https://www.youtube.com/watch?v=ZsPsRTJFu2g | 26656
20211125 | 10 POWERFUL Stories of Addiction (& Recovery) | Rich Roll Podcast | https://www.youtube.com/watch?v=kyUF7T-qhMA | 15512
20211129 | Mike Posner on Walking America, Summiting Everest & Writing Hit Music  | Rich Roll Podcast | https://www.youtube.com/watch?v=oq1O5sMaMXo | 20274
20211206 | Leah Goldstein Turns Pain Into Fuel (MINDSET SECRETS REVEALED) | Rich Roll Podcast | https://www.youtube.com/watch?v=EJRycNmSKRs | 23013
20211209 | ROLL ON: GET BACK (To The Basics) | Rich Roll Podcast | https://www.youtube.com/watch?v=JA-STvM0Xd0 | 23985
20211213 | Endurance Poet Tommy Rivs SURVIVES Cancer & Runs Again | Rich Roll Podcast | https://www.youtube.com/watch?v=PyRz2tXP5-s | 18938
20211220 | Prophets Walk Among Us: Stories From Our Listeners | Rich Roll Podcast | https://www.youtube.com/watch?v=v0DTgXf7iYQ | 10987
20211223 | Best Of 2021: Part 1 | Rich Roll Podcast | https://www.youtube.com/watch?v=_fHR1aapkpo | 17383
20211227 | Best of 2021: Part 2 | Rich Roll Podcast | https://www.youtube.com/watch?v=fjVyHOzQeNs | 20528
20220103 | Joe De Sena On True Resilience, Choosing Your Hard & Why Discomfort Is Oxygen | Rich Roll Podcast | https://www.youtube.com/watch?v=a5nsFHQgBck | 17392
20220106 | Coaches' Corner: Recalibration Over Resolution & Ritual Over Routine | Rich Roll Podcast | https://www.youtube.com/watch?v=kUTumPCkrKg | 25038
20220110 | Lisa Miller, PhD On The Neuroscience Of Spirituality | Rich Roll Podcast | https://www.youtube.com/watch?v=BuBDmIRThtk | 19606
20220113 | ROLLBACK: Addiction Is NOT A Choice w/ Dr. Gabor Mate | Rich Roll Podcast | https://www.youtube.com/watch?v=xW0frBBAF8g | 10783
20220117 | Why HOPE Is The Antidote For Apathy with Doug Abrams | Rich Roll Podcast | https://www.youtube.com/watch?v=RKVSDQaxHjE | 18093
20220120 | In PLANTS We Trust with Rip Esselstyn | Rich Roll Podcast | https://www.youtube.com/watch?v=b7t1AkZeV7g | 20230
20220124 | How To CHANGE The WORLD with Jacqueline Novogratz | Rich Roll Podcast | https://www.youtube.com/watch?v=cJWoDZANa6U | 18802
20220127 | ROLLBACK: How Josh LaJaunie LOST 200+ POUNDS | Rich Roll Podcast | https://www.youtube.com/watch?v=EXblly0a-5Y | 15080
20220131 | WINNING A 354 MILE RACE & Finding Your 'Why' w/ Harvey Lewis  | Rich Roll Podcast | https://www.youtube.com/watch?v=X2JkDdmEIR8 | 21876
20220203 | ROLL ON: Rest, Reflection & Responsibility | Rich Roll Podcast | https://www.youtube.com/watch?v=D6mnvmkyZ_A | 20290
20220207 | Oceanographer Sylvia Earle On Resilience, Hope & Mysteries Of The Deep | Rich Roll Podcast | https://www.youtube.com/watch?v=O-gOPozFkn8 | 16990
20220210 | ROLLBACK: Coach George Raveling On Civil Rights & MLK's Most Famous Speech | Rich Roll Podcast | https://www.youtube.com/watch?v=xhTxpD0Ecys | 12508
20220214 | Johann Hari On Why You Can't Pay Attention (& How To Reclaim Focus) | Rich Roll Podcast | https://www.youtube.com/watch?v=HloHNf8KZG4 | 26245
20220217 | ROLL ON: What Happened to the OLYMPICS? | Rich Roll Podcast | https://www.youtube.com/watch?v=gzZ8tgH6o4c | 22449
20220221 | The Politics Of LOVE with Marianne Williamson | Rich Roll Podcast | https://www.youtube.com/watch?v=4ZvT5rJstGE | 16079
20220224 | ROLLBACK: Live An EPIC LIFE with Byron Davis | Rich Roll Podcast | https://www.youtube.com/watch?v=EzdFhBNWRbw | 18762
20220228 | How to Build STRENGTH and PERFORM on PLANTS: Simon Hill | Rich Roll Podcast | https://www.youtube.com/watch?v=l2TB6pEDZu8 | 27480
20220303 | 11 EXPERT MINDSET PRINCIPLES From Huberman, Goggins, Mel Robbins & More | Rich Roll Podcast | https://www.youtube.com/watch?v=Y_j_FSceqXo | 16413
20220307 | The Neuroscience of Optimal Performance: Dr. Andrew Huberman | Rich Roll Podcast | https://www.youtube.com/watch?v=2ekdc6jCu2E | 24930
20220310 | The Astonishing TRANSFORMATION of John McAvoy| ROLLBACK: #379 John McAvoy | Rich Roll Podcast | https://www.youtube.com/watch?v=U5aTvS7RecU | 29035
20220314 | Next-Gen LONGEVITY SCIENCE With XPRIZE Founder Peter Diamandis, MD | Rich Roll Podcast | https://www.youtube.com/watch?v=gbpzdlib2us | 15878
20220317 | ROLL ON: War in Ukraine, Floods in Oz, & Sober Wisdom | Rich Roll Podcast | https://www.youtube.com/watch?v=_zRGRRbVTTU | 23799
20220321 | The Psychology Of TRANSCENDENCE With Scott Barry Kaufman | Rich Roll Podcast | https://www.youtube.com/watch?v=qM-_5_quc2o | 25045
20220328 | Earthling Ed Winters On The Arguments Against Veganism | Rich Roll Podcast | https://www.youtube.com/watch?v=FGXDNuiz_dE | 26026
20220331 | ROLL ON: Will Smith Slaps, Lia Thomas Swims & Self Mythologizing | Rich Roll Podcast | https://www.youtube.com/watch?v=R1216xGPvCA | 26281
20220404 | Intellect VS Intuition with Julie Piatt | Rich Roll Podcast | https://www.youtube.com/watch?v=KWxckF42Zvw | 15559
20220411 | Mentalist Oz Pearlman On MIND-READING SECRETS & The Ultramarathon MINDSET | Rich Roll Podcast | https://www.youtube.com/watch?v=2Dw3XAfUpEE | 26758
20220414 | The Life (& Near-Death) of Travis Barker: FULL INTERVIEW  | ROLLBACK #269 | Rich Roll Podcast | https://www.youtube.com/watch?v=577v1O9Reus | 19920
20220418 | Cognitive Neuroscientist MAYA SHANKAR On The Power of Change | Rich Roll Podcast | https://www.youtube.com/watch?v=XR1e6t_lSMk | 26692
20220421 | Social Media Is Making Us Stupid, Fitness After COVID, Listener Q, Endurance Wins, + Rollie Victors | https://www.youtube.com/watch?v=x5_jvoiga-g | 21630
20220425 | Terry Crews On Healthy Masculinity, Strength Through Vulnerability & True Power | Rich Roll Podcast | https://www.youtube.com/watch?v=o-qCRpGgoKM | 24412
20220428 | The World's Greatest Female Marathon Swimmer On Turning Adversity To Advantage | Rich Roll Podcast | https://www.youtube.com/watch?v=cBWSKoDMq3U | 19679
20220502 | Avoid BURNOUT & Achieve GROUNDED Success w/ Brad Stulberg | Rich Roll Podcast | https://www.youtube.com/watch?v=iITlBr7x4HE | 24545
20220505 | CLARITY Is POWER: Yuval Noah Harari | ROLLBACK: #392 | Rich Roll Podcast | https://www.youtube.com/watch?v=2UXzvsflnwQ | 9918
20220509 | Hormone Health On A Plant-Based Diet w/ Dr. Gemma Newman | Rich Roll Podcast | https://www.youtube.com/watch?v=5S3UzS5YhcA | 20189
20220512 | ROLL ON: Kristian Blummenfelt, The Ministry of Truth, & Sustainable Self-Growth | Rich Roll Podcast | https://www.youtube.com/watch?v=ji3-iAiXZG4 | 18573
20220516 | DR. WILL BULSIEWICZ ON THE MICROBIOME: Heal Your Gut, Sidestep Disease & Thrive | Rich Roll Podcast | https://www.youtube.com/watch?v=9jDsQU1UEAo | 30214
20220523 | CULTIVATE YOUR SECOND WAVE & Become A Modern Elder w/ Chip Conley | Rich Roll Podcast | https://www.youtube.com/watch?v=NXzznbl-KB4 | 21558
20220526 | What I've Learned About Writing, Publishing, Life & Success | Rich Roll Podcast | https://www.youtube.com/watch?v=ltD0MuU1HGg | 19021
20220530 | Dr. Arthur Brooks On Success, Happiness & Deep Purpose | Rich Roll Podcast | https://www.youtube.com/watch?v=XE0giQ4znNw | 23590
20220606 | Gangster To Actor: Richie Stephens On Sobriety & 2nd Chances | Rich Roll Podcast | https://www.youtube.com/watch?v=qiISirPMhqQ | 22697
20220609 | Roll On: Guns, Liberty & Responsibility (+ Senator Cory Booker) | Rich Roll Podcast | https://www.youtube.com/watch?v=nNeKVNJ3Kv4 | 24300
20220613 | The Surprising SCIENCE of True TOUGHNESS w/ Steve Magness | Rich Roll Podcast | https://www.youtube.com/watch?v=2apIzcx8_Lw | 23134
